STATE OF ARIZONA REGISTRATION REPORT,,,,,,,,,,,,,,,,,,
Maricopa,,,,143,"12,913",,,494,,"16,715",,"21,727",,"51,849",,,,
Total:,,,,143,"12,913",,,494,,"16,715",,"21,727",,"51,849",,,,
,,,,,,,,,,,,,,,,,,
Congressional District 9,,,,,,,,,,,,,,,,,,
Maricopa,,,,140,"21,780",,,905,,"13,838",,"25,721",,"62,244",,,,
Total:,,,,140,"21,780",,,905,,"13,838",,"25,721",,"62,244",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 1,,,,,,,,,,,,,,,,,,
Maricopa,,,,16,769,,,47,,"1,635",,"1,517",,"3,968",,,,
Yavapai,,,,35,"2,381",,,159,,"4,764",,"5,302",,"12,606",,,,
Total:,,,,51,"3,150",,,206,,"6,399",,"6,819",,"16,574",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 2,,,,,,,,,,,,,,,,,,
Pima,,,,33,"3,250",,,80,,"2,272",,"4,458",,"10,060",,,,
Santa Cruz,,,,24,515,,,5,,105,,379,,"1,004",,,,
Total:,,,,57,"3,765",,,85,,"2,377",,"4,837",,"11,064",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 3,,,,,,,,,,,,,,,,,,
Pima,,,,41,"6,179",,,153,,"2,416",,"6,781",,"15,529",,,,
Total:,,,,41,"6,179",,,153,,"2,416",,"6,781",,"15,529",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 4,,,,,,,,,,,,,,,,,,
Maricopa,,,,18,"1,437",,,47,,"1,502",,"2,624",,"5,610",,,,
Pima,,,,17,665,,,11,,316,,762,,"1,754",,,,
Pinal,,,,1,11,,,0,,2,,4,,17,,,,
Yuma,,,,23,"4,421",,,96,,"2,207",,"5,755",,"12,479",,,,
Total:,,,,59,"6,534",,,154,,"4,027",,"9,145",,"19,860",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 5,,,,,,,,,,,,,,,,,,
La Paz,,,,11,547,,,11,,660,,941,,"2,159",,,,
Mohave,,,,22,"3,058",,,138,,"5,783",,"7,963",,"16,942",,,,
Total:,,,,33,"3,605",,,149,,"6,443",,"8,904",,"19,101",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 6,,,,,,,,,,,,,,,,,,
Coconino,,,,45,"4,489",,,200,,"3,048",,"6,426",,"14,163",,,,
Gila,,,,18,320,,,13,,978,,814,,"2,125",,,,
Navajo,,,,5,485,,,25,,"1,266",,"1,007",,"2,783",,,,
Yavapai,,,,10,"1,248",,,51,,"1,206",,"2,102",,"4,607",,,,
Total:,,,,78,"6,542",,,289,,"6,498",,"10,349",,"23,678",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 7,,,,,,,,,,,,,,,,,,
Apache,,,,44,"2,371",,,17,,968,,"1,435",,"4,791",,,,
Coconino,,,,26,853,,,21,,480,,956,,"2,310",,,,
Gila,,,,3,314,,,1,,30,,219,,564,,,,
Graham,,,,2,296,,,1,,38,,164,,499,,,,
Mohave,,,,2,11,,,0,,11,,20,,42,,,,
Navajo,,,,9,"2,753",,,67,,"2,004",,"2,754",,"7,578",,,,
Pinal,,,,1,0,,,0,,0,,0,,0,,,,
Total:,,,,87,"6,598",,,107,,"3,531",,"5,548",,"15,784",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 8,,,,,,,,,,,,,,,,,,
Gila,,,,18,263,,,2,,251,,410,,926,,,,
Pinal,,,,51,"1,608",,,52,,"1,731",,"3,322",,"6,713",,,,
Total:,,,,69,"1,871",,,54,,"1,982",,"3,732",,"7,639",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 9,,,,,,,,,,,,,,,,,,
Pima,,,,57,"6,264",,,263,,"4,631",,"8,595",,"19,753",,,,
Total:,,,,57,"6,264",,,263,,"4,631",,"8,595",,"19,753",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 10,,,,,,,,,,,,,,,,,,
Pima,,,,49,"5,383",,,199,,"4,286",,"7,714",,"17,582",,,,
Total:,,,,49,"5,383",,,199,,"4,286",,"7,714",,"17,582",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 11,,,,,,,,,,,,,,,,,,
Pima,,,,34,"2,108",,,107,,"3,512",,"3,765",,"9,492",,,,
Pinal,,,,27,"1,063",,,44,,"1,262",,"2,149",,"4,518",,,,
Total:,,,,61,"3,171",,,151,,"4,774",,"5,914",,"14,010",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 12,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"3,451",,,261,,"7,148",,"6,459",,"17,319",,,,
Pinal,,,,1,10,,,1,,39,,33,,83,,,,
Total:,,,,38,"3,461",,,262,,"7,187",,"6,492",,"17,402",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 13,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"2,547",,,105,,"3,813",,"4,543",,"11,008",,,,
Yuma,,,,21,"3,136",,,122,,"4,188",,"6,130",,"13,576",,,,
Total:,,,,50,"5,683",,,227,,"8,001",,"10,673",,"24,584",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 14,,,,,,,,,,,,,,,,,,
Cochise,,,,49,"2,909",,,117,,"4,114",,"6,240",,"13,380",,,,
Graham,,,,20,504,,,11,,719,,755,,"1,989",,,,
Greenlee,,,,8,109,,,0,,88,,126,,323,,,,
Pima,,,,18,603,,,52,,"1,236",,"1,277",,"3,168",,,,
Total:,,,,95,"4,125",,,180,,"6,157",,"8,398",,"18,860",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 15,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"3,776",,,221,,"5,917",,"7,132",,"17,046",,,,
Total:,,,,42,"3,776",,,221,,"5,917",,"7,132",,"17,046",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 16,,,,,,,,,,,,,,,,,,
Maricopa,,,,25,"1,909",,,90,,"2,656",,"2,838",,"7,493",,,,
Pinal,,,,21,566,,,42,,"1,131",,"1,795",,"3,534",,,,
Total:,,,,46,"2,475",,,132,,"3,787",,"4,633",,"11,027",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 17,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"3,855",,,164,,"4,089",,"4,980",,"13,088",,,,
Total:,,,,40,"3,855",,,164,,"4,089",,"4,980",,"13,088",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 18,,,,,,,,,,,,,,,,,,
Maricopa,,,,41,"5,042",,,210,,"3,843",,"5,915",,"15,010",,,,
Total:,,,,41,"5,042",,,210,,"3,843",,"5,915",,"15,010",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 19,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"6,498",,,151,,"2,615",,"8,183",,"17,447",,,,
Total:,,,,29,"6,498",,,151,,"2,615",,"8,183",,"17,447",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 20,,,,,,,,,,,,,,,,,,
Maricopa,,,,47,"4,540",,,187,,"3,912",,"6,717",,"15,356",,,,
Total:,,,,47,"4,540",,,187,,"3,912",,"6,717",,"15,356",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 21,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"4,108",,,145,,"4,230",,"6,280",,"14,763",,,,
Total:,,,,42,"4,108",,,145,,"4,230",,"6,280",,"14,763",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 22,,,,,,,,,,,,,,,,,,
Maricopa,,,,48,"3,322",,,140,,"5,955",,"6,357",,"15,774",,,,
Total:,,,,48,"3,322",,,140,,"5,955",,"6,357",,"15,774",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 23,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"3,762",,,186,,"6,442",,"6,255",,"16,645",,,,
Total:,,,,57,"3,762",,,186,,"6,442",,"6,255",,"16,645",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 24,,,,,,,,,,,,,,,,,,
Maricopa,,,,40,"8,394",,,283,,"3,673",,"8,811",,"21,161",,,,
Total:,,,,40,"8,394",,,283,,"3,673",,"8,811",,"21,161",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 25,,,,,,,,,,,,,,,,,,
Maricopa,,,,42,"4,098",,,214,,"5,995",,"6,736",,"17,043",,,,
Total:,,,,42,"4,098",,,214,,"5,995",,"6,736",,"17,043",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 26,,,,,,,,,,,,,,,,,,
Maricopa,,,,34,"7,980",,,333,,"4,195",,"9,369",,"21,877",,,,
Total:,,,,34,"7,980",,,333,,"4,195",,"9,369",,"21,877",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 27,,,,,,,,,,,,,,,,,,
Maricopa,,,,37,"6,482",,,119,,"1,801",,"6,345",,"14,747",,,,
Total:,,,,37,"6,482",,,119,,"1,801",,"6,345",,"14,747",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 28,,,,,,,,,,,,,,,,,,
Maricopa,,,,57,"4,745",,,225,,"4,667",,"6,611",,"16,248",,,,
Total:,,,,57,"4,745",,,225,,"4,667",,"6,611",,"16,248",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 29,,,,,,,,,,,,,,,,,,
Maricopa,,,,33,"5,070",,,131,,"2,072",,"5,807",,"13,080",,,,
Total:,,,,33,"5,070",,,131,,"2,072",,"5,807",,"13,080",,,,
,,,,,,,,,,,,,,,,,,
Legislative District 30,,,,,,,,,,,,,,,,,,
Maricopa,,,,29,"5,467",,,113,,"2,116",,"6,272",,"13,968",,,,
Total:,,,,29,"5,467",,,113,,"2,116",,"6,272",,"13,968",,,,
,,,,,,,,,,,,,,,,,,
State Total:,,,,1489,"145,945",,,"5,433",,"134,018",,"210,304",,"495,700",,,,
